
 mi.net.adj.matrix.wt = 

             v1        v2 v3         v4         v5 v6         v7         v8
v31  3.97118439 0.0000000  0 0.00000000 0.00000000  0 0.53383325 0.00000000
v32  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v33  1.92735629 0.9991048  0 1.96099910 0.00000000  0 6.29965812 1.96099910
v34  0.00000000 1.2275280  0 0.72269872 0.00000000  0 0.00000000 0.72269872
v35  3.85538877 0.3553306  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v36  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v37  0.00000000 0.0000000  0 4.58077965 0.00000000  0 2.01973102 4.58077965
v38  0.65617358 0.0000000  0 0.00000000 0.65617358  0 0.00000000 0.00000000
v39  1.86593753 0.9988894  0 0.11510193 0.00000000  0 0.00000000 0.11510193
v40  0.00000000 0.3935327  0 0.00000000 0.58619892  0 0.00000000 0.00000000
v41  0.00000000 0.9983433  0 1.77696766 2.02636618  0 0.15263261 1.77696766
v42  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v43  0.00000000 0.0000000  0 0.00000000 1.98732278  0 0.00000000 0.00000000
v44  1.17867107 0.9983433  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v45  0.00000000 0.0000000  0 0.00000000 1.98732278  0 0.00000000 0.00000000
v46  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v47  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v48  1.17867107 0.9983433  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v49  1.83237993 0.0000000  0 0.00000000 0.00000000  0 0.02562246 0.00000000
v50  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v51  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v52  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v53  0.50423184 0.0000000  0 0.11026205 0.93790035  0 0.00000000 0.11026205
v54  0.50423184 0.0000000  0 0.11026205 0.93790035  0 0.00000000 0.11026205
v55  3.97118439 0.0000000  0 0.00000000 0.00000000  0 0.53383325 0.00000000
v56  0.00000000 0.0000000  0 0.00000000 0.66329992  0 0.00000000 0.00000000
v57  0.40511065 2.1848273  0 4.21940895 0.68580080  0 1.23786997 4.21940895
v58  1.07482440 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v59  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v60  3.26824681 0.3553306  0 0.63119701 0.00000000  0 0.00000000 0.63119701
v61  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v62  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v63  0.00000000 0.9983433  0 1.77696766 2.02636618  0 0.15263261 1.77696766
v64  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v65  3.26824681 0.3553306  0 0.63119701 0.00000000  0 0.00000000 0.63119701
v66  0.00000000 0.0000000  0 0.00000000 4.32329177  0 0.00000000 0.00000000
v67  1.17078250 0.9983433  0 1.59510277 1.72524289  0 0.15263261 1.59510277
v68  0.65617358 0.0000000  0 0.00000000 0.65617358  0 0.00000000 0.00000000
v69  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.66384942 0.00000000
v70  0.00000000 0.0000000  0 2.58937769 0.00000000  0 7.42524737 2.58937769
v71  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v72  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v73  0.65617358 0.0000000  0 0.00000000 0.65617358  0 0.00000000 0.00000000
v74  3.26824681 0.3553306  0 0.63119701 0.00000000  0 0.00000000 0.63119701
v75  0.00000000 0.9983433  0 1.77696766 2.02636618  0 0.15263261 1.77696766
v76  0.09674755 5.4866367  0 0.00000000 0.09674755  0 0.00000000 0.00000000
v77  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v78  3.85538877 0.3553306  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v79  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v80  0.27348944 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v81  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v82  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v83  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v84  4.39410720 0.3553306  0 0.76583816 0.00000000  0 2.97963447 0.76583816
v85  0.00000000 0.0000000  0 0.00000000 0.66329992  0 0.00000000 0.00000000
v86  3.50613028 0.0000000  0 0.00000000 0.00000000  0 0.53208477 0.00000000
v87  1.33810258 0.0000000  0 1.66253302 0.00000000  0 0.15263261 1.66253302
v88  1.83237993 0.0000000  0 0.00000000 0.00000000  0 0.02562246 0.00000000
v89  0.00000000 0.3553306  0 0.65726327 4.55087561  0 0.00000000 0.65726327
v90  0.03694117 0.0000000  0 0.00000000 0.00000000  0 0.02562246 0.00000000
v91  0.00000000 0.9983433  0 1.77696766 2.02636618  0 0.15263261 1.77696766
v92  0.61146106 0.0000000  0 0.11026205 0.00000000  0 0.00000000 0.11026205
v93  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v94  1.17078250 0.9983433  0 1.59510277 1.72524289  0 0.15263261 1.59510277
v95  0.61146106 0.0000000  0 0.11026205 0.00000000  0 0.00000000 0.11026205
v96  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v97  1.01363796 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v98  0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v99  3.26824681 0.3553306  0 0.63119701 0.00000000  0 0.00000000 0.63119701
v100 1.17867107 0.9983433  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v101 0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v102 0.22828691 5.6056410  0 0.00000000 0.22828691  0 0.02562246 0.00000000
v103 0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v104 0.00000000 0.9983433  0 1.77696766 2.02636618  0 0.15263261 1.77696766
v105 0.03694117 0.0000000  0 0.00000000 0.00000000  0 0.02562246 0.00000000
v106 3.26824681 0.3553306  0 0.63119701 0.00000000  0 0.00000000 0.63119701
v107 0.40511065 2.1848273  0 4.21940895 0.68580080  0 1.23786997 4.21940895
v108 0.11026205 0.0000000  0 0.00000000 0.11026205  0 5.58414968 0.00000000
v109 0.00000000 0.3553306  0 0.65726327 4.55087561  0 0.00000000 0.65726327
v110 0.00000000 0.0000000  0 0.17279590 1.41085325  0 0.00000000 0.17279590
v111 3.26824681 0.3553306  0 0.63119701 0.00000000  0 0.00000000 0.63119701
v112 0.00000000 0.0000000  0 0.00000000 1.98732278  0 0.00000000 0.00000000
v113 0.00000000 0.0000000  0 0.00000000 2.31621129  0 0.00000000 0.00000000
v114 0.00000000 0.0000000  0 0.00000000 0.77022509  0 2.06248793 0.00000000
v115 3.26824681 0.3553306  0 0.63119701 0.00000000  0 0.00000000 0.63119701
v116 0.00000000 3.0070132  0 0.38370392 0.00000000  0 1.31032043 0.38370392
v117 0.00000000 0.0000000  0 0.00000000 0.03077759  0 0.64235640 0.00000000
v118 0.03694117 0.0000000  0 0.00000000 0.00000000  0 0.02562246 0.00000000
v119 0.11026205 0.0000000  0 0.00000000 0.11026205  0 5.58414968 0.00000000
v120 0.00000000 0.0000000  0 0.00000000 0.07660585  0 0.68613875 0.00000000
v121 0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v122 1.17078250 0.9983433  0 1.59510277 1.72524289  0 0.15263261 1.59510277
v123 0.03694117 0.0000000  0 0.00000000 0.00000000  0 0.02562246 0.00000000
v124 3.26824681 0.3553306  0 0.63119701 0.00000000  0 0.00000000 0.63119701
v125 1.17078250 0.9983433  0 1.59510277 1.72524289  0 0.15263261 1.59510277
v126 0.00000000 1.3799769  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v127 1.17867107 0.9983433  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v128 0.84070491 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v129 1.97584846 0.0000000  0 0.00000000 0.00000000  0 0.02562246 0.00000000
v130 0.00000000 0.0000000  0 0.00000000 1.98732278  0 0.00000000 0.00000000
v131 0.17170207 0.0000000  0 0.02972545 0.17170207  0 0.79885694 0.02972545
v132 3.97118439 0.0000000  0 0.00000000 0.00000000  0 0.53383325 0.00000000
v133 0.00000000 0.0000000  0 0.00000000 1.98732278  0 0.00000000 0.00000000
v134 0.50423184 0.0000000  0 0.11026205 0.93790035  0 0.00000000 0.11026205
v135 0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v136 0.12543574 0.3553306  0 0.86493195 0.12543574  0 3.12104775 0.86493195
v137 0.00000000 0.0000000  0 0.72238178 0.98944827  0 0.00000000 0.72238178
v138 0.87676055 0.0000000  0 0.00000000 0.87676055  0 0.00000000 0.00000000
v139 0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v140 0.00000000 0.0000000  0 4.58077965 0.00000000  0 2.01973102 4.58077965
v141 0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v142 0.50423184 0.0000000  0 0.11026205 0.93790035  0 0.00000000 0.11026205
v143 3.26824681 0.3553306  0 0.63119701 0.00000000  0 0.00000000 0.63119701
v144 0.09674755 5.4866367  0 0.00000000 0.09674755  0 0.00000000 0.00000000
v145 0.00000000 0.0000000  0 0.00000000 4.32329177  0 0.00000000 0.00000000
v146 0.11026205 0.0000000  0 0.00000000 0.11026205  0 5.58414968 0.00000000
v147 0.11026205 0.0000000  0 0.00000000 0.11026205  0 5.58414968 0.00000000
v148 0.27423749 0.0000000  0 0.11655954 0.27423749  0 0.91575325 0.11655954
v149 0.40511065 2.1848273  0 4.21940895 0.68580080  0 1.23786997 4.21940895
v150 0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v151 0.00000000 0.0000000  0 0.00000000 1.98732278  0 0.00000000 0.00000000
v152 0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.73212005 0.00000000
v153 1.86593753 0.9988894  0 0.11510193 0.00000000  0 0.00000000 0.11510193
v154 0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v155 0.00000000 0.0000000  0 0.00000000 4.32329177  0 0.00000000 0.00000000
v156 1.17078250 0.9983433  0 1.59510277 1.72524289  0 0.15263261 1.59510277
v157 0.19714722 0.3553306  0 0.93214148 0.19714722  0 0.00000000 0.93214148
v158 0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v159 1.07482440 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v160 0.50423184 0.0000000  0 0.11026205 0.93790035  0 0.00000000 0.11026205
v161 0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v162 0.00000000 0.0000000  0 4.97765726 0.00000000  0 2.20895250 4.97765726
v163 3.85538877 0.3553306  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v164 0.00000000 0.0000000  0 0.00000000 0.00000000  0 0.00000000 0.00000000
v165 0.00000000 0.0000000  0 0.00000000 0.07660585  0 0.68613875 0.00000000
v166 0.61490654 0.0000000  0 0.00000000 2.78320908  0 0.00000000 0.00000000
v167 0.00000000 0.0000000  0 0.00000000 4.32329177  0 0.00000000 0.00000000
v168 0.00000000 0.9983433  0 1.77696766 2.02636618  0 0.15263261 1.77696766
v169 3.26824681 0.3553306  0 0.63119701 0.00000000  0 0.00000000 0.63119701
v170 0.00000000 0.0000000  0 0.00000000 1.98732278  0 0.00000000 0.00000000
             v9 v10        v11       v12       v13        v14 v15        v16
v1   0.48192130   0  0.0000000 0.3426546 1.8530825 1.92735629   0 0.45722087
v2   2.19464434   0  0.2326089 0.3553306 0.0000000 0.99910484   0 0.00000000
v3   0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v4   0.00000000   0  0.0000000 1.0997528 0.4258563 1.96099910   0 0.24337315
v5   0.00000000   0  0.1034134 0.0000000 0.0000000 0.00000000   0 0.45722087
v6   0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v7   0.53208477   0  0.0000000 0.0000000 1.8544969 6.29965812   0 0.00000000
v8   0.00000000   0  0.0000000 1.0997528 0.4258563 1.96099910   0 0.24337315
v9   0.00000000   0  0.0000000 2.6789222 0.0000000 0.00000000   0 0.00000000
v10  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v11  0.00000000   0  0.0000000 0.0000000 0.0000000 0.10341338   0 0.00000000
v12  2.67892222   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v13  0.00000000   0  0.0000000 0.0000000 0.0000000 3.32149649   0 0.00000000
v14  0.00000000   0  0.1034134 0.0000000 3.3214965 0.00000000   0 0.00000000
v15  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v16  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v17  0.00000000   0  1.3371147 0.0000000 0.4387558 0.00000000   0 0.00000000
v18  0.00000000   0  0.0000000 2.6789222 0.0000000 0.00000000   0 0.00000000
v19  1.52690948   0  0.0000000 0.0000000 0.4113343 0.03900206   0 1.19062674
v20  3.65227886   0  0.0000000 0.3426546 0.0000000 0.00000000   0 2.50195921
v21  0.00000000   0  0.0000000 2.6789222 0.0000000 0.00000000   0 0.00000000
v22  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v23  1.52690948   0  0.0000000 0.0000000 0.4113343 0.03900206   0 1.19062674
v24  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v25  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v26  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v27  3.98227314   0  0.0000000 1.0337116 0.0000000 0.05371974   0 0.24337315
v28  2.34375539   0  1.3429192 2.2536881 0.4561391 0.00000000   0 0.00000000
v29  1.12945564   0  0.0000000 0.0000000 0.1530133 1.32835854   0 0.00000000
v30  0.78562861   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v31  0.04317110   0  0.8445563 0.0000000 6.4387572 0.89165755   0 0.00000000
v32  0.23709978   0  0.8445563 0.0000000 0.1324561 0.00000000   0 0.00000000
v33  0.00000000   0  0.1034134 0.0000000 3.3214965 0.00000000   0 0.00000000
v34  0.38509195   0  6.6021234 0.7921792 0.0000000 0.00000000   0 0.00000000
v35  1.76086978   0  0.0000000 1.9179130 0.4113343 0.03900206   0 1.21331683
v36  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v37  0.00000000   0  1.5200691 0.2090862 0.0000000 0.73997705   0 5.22233916
v38  0.00000000   0  0.2326089 0.1559312 0.0000000 0.00000000   0 0.00000000
v39  4.58513941   0  0.1034134 6.3814960 0.0000000 0.00000000   0 0.00000000
v40  0.00000000   0  1.4519622 0.0000000 0.7161181 0.58749497   0 0.00000000
v41  0.00000000   0  0.0000000 0.3426546 0.0000000 1.23886771   0 0.00000000
v42  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v43  0.00000000   0  1.3371147 0.0000000 0.4387558 0.00000000   0 0.00000000
v44  3.65227886   0  0.0000000 0.3426546 0.0000000 0.00000000   0 2.50195921
v45  0.00000000   0  1.3371147 0.0000000 0.4387558 0.00000000   0 0.00000000
v46  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v47  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v48  3.65227886   0  0.0000000 0.3426546 0.0000000 0.00000000   0 2.50195921
v49  0.00000000   0  0.0000000 0.0000000 2.7617787 0.19275278   0 0.00000000
v50  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v51  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v52  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v53  0.46446431   0  0.1034134 0.0000000 0.0000000 0.00000000   0 0.45722087
v54  0.46446431   0  0.1034134 0.0000000 0.0000000 0.00000000   0 0.45722087
v55  0.04317110   0  0.8445563 0.0000000 6.4387572 0.89165755   0 0.00000000
v56  1.61476540   0  1.4847666 0.1590062 0.0000000 0.00000000   0 0.00000000
v57  0.00000000   0  0.0000000 0.0000000 1.3856460 4.57215935   0 0.00000000
v58  0.00000000   0  1.7087459 0.4034248 1.1508446 0.00000000   0 0.00000000
v59  0.14229236   0  4.2153986 0.5543770 0.0000000 0.00000000   0 3.33176107
v60  1.52690948   0  0.0000000 0.0000000 0.4113343 0.03900206   0 1.19062674
v61  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v62  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v63  0.00000000   0  0.0000000 0.3426546 0.0000000 1.23886771   0 0.00000000
v64  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v65  1.52690948   0  0.0000000 0.0000000 0.4113343 0.03900206   0 1.19062674
v66  0.00000000   0  2.9572768 0.0000000 0.0000000 0.00000000   0 0.00000000
v67  0.00000000   0  0.1034134 0.0000000 0.0000000 1.05558758   0 2.49970864
v68  0.00000000   0  0.2326089 0.1559312 0.0000000 0.00000000   0 0.00000000
v69  1.07782024   0  0.8461069 3.2395915 0.1420076 1.27898198   0 0.00000000
v70  1.40197515   0  0.1034134 0.5610043 3.9658964 2.04684524   0 0.00000000
v71  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v72  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v73  0.00000000   0  0.2326089 0.1559312 0.0000000 0.00000000   0 0.00000000
v74  1.52690948   0  0.0000000 0.0000000 0.4113343 0.03900206   0 1.19062674
v75  0.00000000   0  0.0000000 0.3426546 0.0000000 1.23886771   0 0.00000000
v76  0.00000000   0  0.0000000 0.0000000 0.4225589 1.99484689   0 0.24337315
v77  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v78  1.76086978   0  0.0000000 1.9179130 0.4113343 0.03900206   0 1.21331683
v79  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v80  0.72861726   0  0.0000000 3.9249479 0.0000000 0.00000000   0 0.12114914
v81  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v82  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v83  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v84  0.00000000   0  0.0000000 0.0000000 6.9894654 5.35767850   0 0.00000000
v85  1.61476540   0  1.4847666 0.1590062 0.0000000 0.00000000   0 0.00000000
v86  0.00000000   0  0.0000000 0.0000000 0.1324561 0.76433443   0 0.00000000
v87  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 2.54326689
v88  0.00000000   0  0.0000000 0.0000000 2.7617787 0.19275278   0 0.00000000
v89  0.00000000   0  0.0000000 0.0000000 0.0000000 0.03900206   0 1.20464824
v90  3.98227314   0  0.0000000 1.0337116 0.0000000 0.05371974   0 0.24337315
v91  0.00000000   0  0.0000000 0.3426546 0.0000000 1.23886771   0 0.00000000
v92  0.51029220   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.45722087
v93  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v94  0.00000000   0  0.1034134 0.0000000 0.0000000 1.05558758   0 2.49970864
v95  0.51029220   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.45722087
v96  0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v97  0.00000000   0  1.6709360 0.3729567 1.0939186 0.00000000   0 0.00000000
v98  0.23764878   0  0.1034134 0.0000000 0.0000000 0.00000000   0 0.00000000
v99  1.52690948   0  0.0000000 0.0000000 0.4113343 0.03900206   0 1.19062674
v100 3.65227886   0  0.0000000 0.3426546 0.0000000 0.00000000   0 2.50195921
v101 0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v102 4.74152586   0  1.3478427 1.2108592 0.0000000 0.00000000   0 0.25044213
v103 0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v104 0.00000000   0  0.0000000 0.3426546 0.0000000 1.23886771   0 0.00000000
v105 3.98227314   0  0.0000000 1.0337116 0.0000000 0.05371974   0 0.24337315
v106 1.52690948   0  0.0000000 0.0000000 0.4113343 0.03900206   0 1.19062674
v107 0.00000000   0  0.0000000 0.0000000 1.3856460 4.57215935   0 0.00000000
v108 0.00000000   0  0.0000000 1.0997528 0.4258563 1.96099910   0 0.24337315
v109 0.00000000   0  0.0000000 0.0000000 0.0000000 0.03900206   0 1.20464824
v110 0.00000000   0  0.1034134 0.3675770 0.0000000 0.00000000   0 0.00000000
v111 1.52690948   0  0.0000000 0.0000000 0.4113343 0.03900206   0 1.19062674
v112 0.00000000   0  1.3371147 0.0000000 0.4387558 0.00000000   0 0.00000000
v113 0.00000000   0  1.3694330 0.0000000 0.0000000 0.00000000   0 0.00000000
v114 0.00000000   0  0.2326089 0.2298775 0.0000000 0.77121194   0 0.00000000
v115 1.52690948   0  0.0000000 0.0000000 0.4113343 0.03900206   0 1.19062674
v116 2.30079510   0  3.7949797 0.0000000 0.6025080 0.00000000   0 0.00000000
v117 1.01634018   0  0.0000000 0.0000000 0.0000000 1.21997396   0 0.00000000
v118 3.98227314   0  0.0000000 1.0337116 0.0000000 0.05371974   0 0.24337315
v119 0.00000000   0  0.0000000 1.0997528 0.4258563 1.96099910   0 0.24337315
v120 1.12945564   0  0.0000000 0.0000000 0.1530133 1.32835854   0 0.00000000
v121 0.23709978   0  0.8445563 0.0000000 0.1324561 0.00000000   0 0.00000000
v122 0.00000000   0  0.1034134 0.0000000 0.0000000 1.05558758   0 2.49970864
v123 3.98227314   0  0.0000000 1.0337116 0.0000000 0.05371974   0 0.24337315
v124 1.52690948   0  0.0000000 0.0000000 0.4113343 0.03900206   0 1.19062674
v125 0.00000000   0  0.1034134 0.0000000 0.0000000 1.05558758   0 2.49970864
v126 0.00000000   0  0.1034134 1.0124520 0.0000000 0.00000000   0 0.00000000
v127 3.65227886   0  0.0000000 0.3426546 0.0000000 0.00000000   0 2.50195921
v128 0.85128172   0  0.0000000 2.9596536 0.0000000 0.00000000   0 0.00000000
v129 0.00000000   0  0.0000000 0.0000000 0.0000000 0.23288412   0 0.00000000
v130 0.00000000   0  1.3371147 0.0000000 0.4387558 0.00000000   0 0.00000000
v131 0.00000000   0  0.8618335 0.0000000 0.2168553 1.59104757   0 0.02972545
v132 0.04317110   0  0.8445563 0.0000000 6.4387572 0.89165755   0 0.00000000
v133 0.00000000   0  1.3371147 0.0000000 0.4387558 0.00000000   0 0.00000000
v134 0.46446431   0  0.1034134 0.0000000 0.0000000 0.00000000   0 0.45722087
v135 0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v136 0.00000000   0  0.0000000 0.0000000 0.4300349 5.68678131   0 0.00000000
v137 0.39066078   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v138 0.00000000   0  0.2326089 0.2850135 0.9684549 0.00000000   0 0.00000000
v139 0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v140 0.00000000   0  1.5200691 0.2090862 0.0000000 0.73997705   0 5.22233916
v141 0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v142 0.46446431   0  0.1034134 0.0000000 0.0000000 0.00000000   0 0.45722087
v143 1.52690948   0  0.0000000 0.0000000 0.4113343 0.03900206   0 1.19062674
v144 0.00000000   0  0.0000000 0.0000000 0.4225589 1.99484689   0 0.24337315
v145 0.00000000   0  2.9572768 0.0000000 0.0000000 0.00000000   0 0.00000000
v146 0.00000000   0  0.0000000 1.0997528 0.4258563 1.96099910   0 0.24337315
v147 0.00000000   0  0.0000000 1.0997528 0.4258563 1.96099910   0 0.24337315
v148 0.00000000   0  0.8879648 0.0000000 0.0000000 1.81361315   0 0.11655954
v149 0.00000000   0  0.0000000 0.0000000 1.3856460 4.57215935   0 0.00000000
v150 0.00000000   0  0.0000000 0.0000000 0.0000000 0.00000000   0 0.00000000
v151 0.00000000   0  1.3371147 0.0000000 0.4387558 0.00000000   0 0.00000000
v152 1.23839287   0  0.8530585 0.0000000 0.1788243 1.43431736   0 0.00000000
