Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
106	G6	G1	14	21	2e-04	0	0.5
107	G7	G1	14	21	0.0011	0	0.5
108	G8	G1	14	21	0	0	0.5
109	G9	G1	14	21	0	0	0.5
110	G10	G1	14	21	0	0	0.5
111	G11	G1	14	21	0	0	0.5
112	G12	G1	14	21	0	0	0.5
113	G13	G1	14	21	0	0	0.5
114	G14	G1	14	21	0	0	0.5
115	G15	G1	14	21	0	0	0.5
116	G16	G1	14	21	8e-04	0	0.5
117	G17	G1	14	21	0	0	0.5
118	G18	G1	14	21	0	0	0.5
119	G19	G1	14	21	0	0	0.5
120	G20	G1	14	21	0	0	0.5
121	G21	G1	14	21	0	0	0.5
122	G22	G1	14	21	0	0	0.5
123	G23	G1	14	21	0	0	0.5
124	G24	G1	14	21	0	0	0.5
125	G25	G1	14	21	0	0	0.5
126	G26	G1	14	21	0	0	0.5
127	G27	G1	14	21	0	0	0.5
128	G28	G1	14	21	0	0	0.5
129	G29	G1	14	21	0	0	0.5
130	G30	G1	14	21	0	0	0.5
131	G31	G1	14	21	0	0	0.5
132	G32	G1	14	21	0	0	0.5
133	G33	G1	14	21	0	0	0.5
134	G34	G1	14	21	0	0	0.5
135	G35	G1	14	21	0	0	0.5
136	G36	G1	14	21	0	0	0.5
137	G37	G1	14	21	0	0	0.5
138	G38	G1	14	21	0	0	0.5
139	G39	G1	14	21	0	0	0.5
140	G40	G1	14	21	0	0	0.5
141	G41	G1	14	21	0	0	0.5
142	G42	G1	14	21	0	0	0.5
143	G43	G1	14	21	0	0	0.5
144	G44	G1	14	21	0	0	0.5
145	G45	G1	14	21	0	0	0.5
146	G46	G1	14	21	0	0	0.5
147	G47	G1	14	21	0	0	0.5
148	G48	G1	14	21	0	0	0.5
149	G49	G1	14	21	0	0	0.5
150	G50	G1	14	21	0.0011	0	0.5
151	G51	G1	14	21	0	0	0.5
152	G52	G1	14	21	0	0	0.5
153	G53	G1	14	21	0	0	0.5
154	G54	G1	14	21	0	0	0.5
155	G55	G1	14	21	0	0	0.5
156	G56	G1	14	21	0	0	0.5
157	G57	G1	14	21	0	0	0.5
158	G58	G1	14	21	0	0	0.5
159	G59	G1	14	21	0	0	0.5
160	G60	G1	14	21	0	0	0.5
161	G61	G1	14	21	0	0	0.5
162	G62	G1	14	21	0.001	0	0.5
163	G63	G1	14	21	0	0	0.5
164	G64	G1	14	21	0	0	0.5
165	G65	G1	14	21	0	0	0.5
166	G66	G1	14	21	0	0	0.5
167	G67	G1	14	21	0	0	0.5
168	G68	G1	14	21	5e-04	0	0.5
169	G69	G1	14	21	0	0	0.5
170	G70	G1	14	21	0.0034	0	0.5
171	G71	G1	14	21	0	0	0.5
172	G72	G1	14	21	0	0	0.5
173	G73	G1	14	21	0	0	0.5
174	G74	G1	14	21	0	0	0.5
175	G75	G1	14	21	0	0	0.5
176	G76	G1	14	21	0	0	0.5
177	G77	G1	14	21	0	0	0.5
178	G78	G1	14	21	0	0	0.5
179	G79	G1	14	21	0	0	0.5
180	G80	G1	14	21	0	0	0.5
181	G81	G1	14	21	0	0	0.5
182	G82	G1	14	21	0	0	0.5
183	G83	G1	14	21	7e-04	0	0.5
184	G84	G1	14	21	0	0	0.5
185	G85	G1	14	21	0	0	0.5
186	G86	G1	14	21	0	0	0.5
187	G87	G1	14	21	0	0	0.5
188	G88	G1	14	21	0	0	0.5
189	G89	G1	14	21	0	0	0.5
190	G90	G1	14	21	0	0	0.5
191	G91	G1	14	21	0	0	0.5
192	G92	G1	14	21	0	0	0.5
193	G93	G1	14	21	0	0	0.5
194	G94	G1	14	21	0	0	0.5
195	G95	G1	14	21	8e-04	0	0.5
196	G96	G1	14	21	0	0	0.5
197	G97	G1	14	21	2e-04	0	0.5
198	G98	G1	14	21	0	0	0.5
199	G99	G1	14	21	0	0	0.5
200	G100	G1	14	21	2e-04	0	0.5
201	G1	G2	2	12	1	0.10611	0.5
202	G2	G2	2	12	1	0.71367	0.5
203	G3	G2	2	12	0	0	0.5
204	G4	G2	2	12	0	0	0.5
205	G5	G2	2	12	0	0	0.5
206	G6	G2	2	12	0	0	0.5
207	G7	G2	2	12	0	0	0.5
208	G8	G2	2	12	0.0022	0	0.5
209	G9	G2	2	12	0.0017	0	0.5
210	G10	G2	2	12	8e-04	0	0.5
211	G11	G2	2	12	0	0	0.5
212	G12	G2	2	12	0	0	0.5
213	G13	G2	2	12	0.0059	0	0.5
214	G14	G2	2	12	0.0015	0	0.5
215	G15	G2	2	12	1e-04	0	0.5
216	G16	G2	2	12	0	0	0.5
217	G17	G2	2	12	0	0	0.5
218	G18	G2	2	12	1e-04	0	0.5
219	G19	G2	2	12	0	0	0.5
220	G20	G2	2	12	3e-04	0	0.5
221	G21	G2	2	12	0	0	0.5
222	G22	G2	2	12	0	0	0.5
223	G23	G2	2	12	0.0015	0	0.5
224	G24	G2	2	12	0	0	0.5
225	G25	G2	2	12	4e-04	0	0.5
226	G26	G2	2	12	0	0	0.5
227	G27	G2	2	12	0.0016	0	0.5
228	G28	G2	2	12	0	0	0.5
229	G29	G2	2	12	0	0	0.5
230	G30	G2	2	12	0	0	0.5
231	G31	G2	2	12	0	0	0.5
232	G32	G2	2	12	1e-04	0	0.5
233	G33	G2	2	12	0	0	0.5
234	G34	G2	2	12	0	0	0.5
235	G35	G2	2	12	0	0	0.5
236	G36	G2	2	12	7e-04	0	0.5
237	G37	G2	2	12	1e-04	0	0.5
238	G38	G2	2	12	0	0	0.5
239	G39	G2	2	12	0	0	0.5
240	G40	G2	2	12	0	0	0.5
241	G41	G2	2	12	5e-04	0	0.5
242	G42	G2	2	12	0.0016	0	0.5
243	G43	G2	2	12	0	0	0.5
244	G44	G2	2	12	0	0	0.5
245	G45	G2	2	12	0	0	0.5
246	G46	G2	2	12	0	0	0.5
247	G47	G2	2	12	0.002	0	0.5
248	G48	G2	2	12	0	0	0.5
249	G49	G2	2	12	0	0	0.5
250	G50	G2	2	12	0	0	0.5
251	G51	G2	2	12	0	0	0.5
252	G52	G2	2	12	0	0	0.5
253	G53	G2	2	12	0	0	0.5
254	G54	G2	2	12	0	0	0.5
255	G55	G2	2	12	0	0	0.5
256	G56	G2	2	12	0.0032	0	0.5
257	G57	G2	2	12	0.0195	0	0.5
258	G58	G2	2	12	0	0	0.5
259	G59	G2	2	12	0	0	0.5
260	G60	G2	2	12	0	0	0.5
261	G61	G2	2	12	0.001	0	0.5
262	G62	G2	2	12	0	0	0.5
263	G63	G2	2	12	0	0	0.5
264	G64	G2	2	12	0	0	0.5
265	G65	G2	2	12	0	0	0.5
266	G66	G2	2	12	0	0	0.5
267	G67	G2	2	12	0	0	0.5
268	G68	G2	2	12	0	0	0.5
269	G69	G2	2	12	0	0	0.5
270	G70	G2	2	12	0	0	0.5
271	G71	G2	2	12	0.0013	0	0.5
272	G72	G2	2	12	0	0	0.5
273	G73	G2	2	12	0.0022	0	0.5
274	G74	G2	2	12	0	0	0.5
275	G75	G2	2	12	0	0	0.5
276	G76	G2	2	12	0	0	0.5
277	G77	G2	2	12	0	0	0.5
278	G78	G2	2	12	0	0	0.5
279	G79	G2	2	12	0.0011	0	0.5
280	G80	G2	2	12	0.0031	0	0.5
281	G81	G2	2	12	0	0	0.5
282	G82	G2	2	12	0	0	0.5
283	G83	G2	2	12	0.004	0	0.5
284	G84	G2	2	12	0.0101	0	0.5
285	G85	G2	2	12	3e-04	0	0.5
286	G86	G2	2	12	7e-04	0	0.5
287	G87	G2	2	12	0	0	0.5
288	G88	G2	2	12	0.0074	0	0.5
289	G89	G2	2	12	0	0	0.5
290	G90	G2	2	12	0	0	0.5
291	G91	G2	2	12	0	0	0.5
292	G92	G2	2	12	8e-04	0	0.5
293	G93	G2	2	12	0	0	0.5
294	G94	G2	2	12	0	0	0.5
295	G95	G2	2	12	0.002	0	0.5
296	G96	G2	2	12	0	0	0.5
297	G97	G2	2	12	1e-04	0	0.5
298	G98	G2	2	12	0	0	0.5
299	G99	G2	2	12	0	0	0.5
300	G100	G2	2	12	0	0	0.5
301	G1	G2	13	21	0	0	0.5
302	G2	G2	13	21	0	0	0.5
303	G3	G2	13	21	0	0	0.5
304	G4	G2	13	21	0	0	0.5
305	G5	G2	13	21	1e-04	0	0.5
306	G6	G2	13	21	3e-04	0	0.5
307	G7	G2	13	21	0	0	0.5
308	G8	G2	13	21	0	0	0.5
309	G9	G2	13	21	0	0	0.5
310	G10	G2	13	21	3e-04	0	0.5
311	G11	G2	13	21	0	0	0.5
312	G12	G2	13	21	0	0	0.5
313	G13	G2	13	21	0	0	0.5
314	G14	G2	13	21	0	0	0.5
315	G15	G2	13	21	0	0	0.5
316	G16	G2	13	21	0	0	0.5
317	G17	G2	13	21	0	0	0.5
318	G18	G2	13	21	0	0	0.5
319	G19	G2	13	21	0	0	0.5
320	G20	G2	13	21	0	0	0.5
321	G21	G2	13	21	0	0	0.5
322	G22	G2	13	21	1e-04	0	0.5
323	G23	G2	13	21	0	0	0.5
324	G24	G2	13	21	0	0	0.5
325	G25	G2	13	21	0	0	0.5
326	G26	G2	13	21	0	0	0.5
327	G27	G2	13	21	0	0	0.5
328	G28	G2	13	21	0	0	0.5
329	G29	G2	13	21	0	0	0.5
330	G30	G2	13	21	0	0	0.5
331	G31	G2	13	21	0	0	0.5
332	G32	G2	13	21	0	0	0.5
333	G33	G2	13	21	0.0012	0	0.5
334	G34	G2	13	21	0	0	0.5
335	G35	G2	13	21	6e-04	0	0.5
336	G36	G2	13	21	0	0	0.5
337	G37	G2	13	21	0	0	0.5
338	G38	G2	13	21	0	0	0.5
339	G39	G2	13	21	0	0	0.5
340	G40	G2	13	21	0	0	0.5
341	G41	G2	13	21	0	0	0.5
342	G42	G2	13	21	5e-04	0	0.5
343	G43	G2	13	21	0	0	0.5
344	G44	G2	13	21	0	0	0.5
345	G45	G2	13	21	0	0	0.5
346	G46	G2	13	21	0	0	0.5
347	G47	G2	13	21	0	0	0.5
348	G48	G2	13	21	0	0	0.5
349	G49	G2	13	21	1e-04	0	0.5
350	G50	G2	13	21	1e-04	0	0.5
351	G51	G2	13	21	0	0	0.5
352	G52	G2	13	21	0	0	0.5
353	G53	G2	13	21	6e-04	0	0.5
354	G54	G2	13	21	0	0	0.5
355	G55	G2	13	21	0	0	0.5
356	G56	G2	13	21	0	0	0.5
357	G57	G2	13	21	0	0	0.5
358	G58	G2	13	21	0	0	0.5
359	G59	G2	13	21	0	0	0.5
360	G60	G2	13	21	4e-04	0	0.5
361	G61	G2	13	21	0	0	0.5
362	G62	G2	13	21	0	0	0.5
363	G63	G2	13	21	0	0	0.5
364	G64	G2	13	21	0	0	0.5
365	G65	G2	13	21	0	0	0.5
366	G66	G2	13	21	0	0	0.5
367	G67	G2	13	21	0	0	0.5
368	G68	G2	13	21	0	0	0.5
369	G69	G2	13	21	4e-04	0	0.5
370	G70	G2	13	21	0	0	0.5
371	G71	G2	13	21	0	0	0.5
372	G72	G2	13	21	0	0	0.5
373	G73	G2	13	21	0	0	0.5
374	G74	G2	13	21	0	0	0.5
375	G75	G2	13	21	1e-04	0	0.5
376	G76	G2	13	21	0	0	0.5
377	G77	G2	13	21	0	0	0.5
378	G78	G2	13	21	0	0	0.5
379	G79	G2	13	21	0	0	0.5
380	G80	G2	13	21	0	0	0.5
381	G81	G2	13	21	0	0	0.5
382	G82	G2	13	21	0	0	0.5
383	G83	G2	13	21	0	0	0.5
384	G84	G2	13	21	0	0	0.5
385	G85	G2	13	21	0	0	0.5
386	G86	G2	13	21	0	0	0.5
387	G87	G2	13	21	4e-04	0	0.5
388	G88	G2	13	21	0	0	0.5
389	G89	G2	13	21	0	0	0.5
390	G90	G2	13	21	0	0	0.5
391	G91	G2	13	21	0	0	0.5
392	G92	G2	13	21	0	0	0.5
393	G93	G2	13	21	0	0	0.5
394	G94	G2	13	21	0	0	0.5
395	G95	G2	13	21	0.0014	0	0.5
396	G96	G2	13	21	5e-04	0	0.5
397	G97	G2	13	21	0	0	0.5
398	G98	G2	13	21	0	0	0.5
399	G99	G2	13	21	1e-04	0	0.5
400	G100	G2	13	21	0	0	0.5
401	G1	G3	2	6	0	0	0.5
402	G2	G3	2	6	0.0013	0	0.5
403	G3	G3	2	6	1	0.65527	0.5
404	G4	G3	2	6	0	0	0.5
405	G5	G3	2	6	0	0	0.5
406	G6	G3	2	6	0	0	0.5
407	G7	G3	2	6	0	0	0.5
408	G8	G3	2	6	0	0	0.5
409	G9	G3	2	6	4e-04	0	0.5
410	G10	G3	2	6	0	0	0.5
411	G11	G3	2	6	0	0	0.5
412	G12	G3	2	6	0	0	0.5
413	G13	G3	2	6	0	0	0.5
414	G14	G3	2	6	3e-04	0	0.5
415	G15	G3	2	6	0.001	0	0.5
416	G16	G3	2	6	0	0	0.5
417	G17	G3	2	6	2e-04	0	0.5
418	G18	G3	2	6	0	0	0.5
419	G19	G3	2	6	0	0	0.5
420	G20	G3	2	6	5e-04	0	0.5
421	G21	G3	2	6	0	0	0.5
422	G22	G3	2	6	4e-04	0	0.5
423	G23	G3	2	6	7e-04	0	0.5
424	G24	G3	2	6	5e-04	0	0.5
425	G25	G3	2	6	0.0014	0	0.5
426	G26	G3	2	6	0	0	0.5
427	G27	G3	2	6	6e-04	0	0.5
428	G28	G3	2	6	0.0011	0	0.5
429	G29	G3	2	6	0	0	0.5
430	G30	G3	2	6	0	0	0.5
431	G31	G3	2	6	0	0	0.5
432	G32	G3	2	6	0	0	0.5
433	G33	G3	2	6	8e-04	0	0.5
434	G34	G3	2	6	0	0	0.5
435	G35	G3	2	6	1e-04	0	0.5
436	G36	G3	2	6	2e-04	0	0.5
437	G37	G3	2	6	0	0	0.5
438	G38	G3	2	6	2e-04	0	0.5
439	G39	G3	2	6	0	0	0.5
440	G40	G3	2	6	0	0	0.5
441	G41	G3	2	6	0	0	0.5
442	G42	G3	2	6	3e-04	0	0.5
443	G43	G3	2	6	0	0	0.5
444	G44	G3	2	6	0	0	0.5
445	G45	G3	2	6	0	0	0.5
446	G46	G3	2	6	0	0	0.5
447	G47	G3	2	6	0	0	0.5
448	G48	G3	2	6	0	0	0.5
449	G49	G3	2	6	0	0	0.5
450	G50	G3	2	6	0	0	0.5
451	G51	G3	2	6	0.001	0	0.5
452	G52	G3	2	6	0.0013	0	0.5
453	G53	G3	2	6	0	0	0.5
454	G54	G3	2	6	0	0	0.5
455	G55	G3	2	6	0	0	0.5
456	G56	G3	2	6	3e-04	0	0.5
457	G57	G3	2	6	0	0	0.5
458	G58	G3	2	6	0.002	0	0.5
459	G59	G3	2	6	0	0	0.5
460	G60	G3	2	6	0.0023	0	0.5
461	G61	G3	2	6	0	0	0.5
462	G62	G3	2	6	0	0	0.5
463	G63	G3	2	6	0	0	0.5
464	G64	G3	2	6	0	0	0.5
465	G65	G3	2	6	0.0011	0	0.5
466	G66	G3	2	6	0	0	0.5
467	G67	G3	2	6	4e-04	0	0.5
468	G68	G3	2	6	9e-04	0	0.5
469	G69	G3	2	6	1e-04	0	0.5
470	G70	G3	2	6	0	0	0.5
471	G71	G3	2	6	2e-04	0	0.5
472	G72	G3	2	6	2e-04	0	0.5
473	G73	G3	2	6	0.0011	0	0.5
474	G74	G3	2	6	0.001	0	0.5
475	G75	G3	2	6	0	0	0.5
476	G76	G3	2	6	2e-04	0	0.5
477	G77	G3	2	6	0.0013	0	0.5
478	G78	G3	2	6	3e-04	0	0.5
479	G79	G3	2	6	0	0	0.5
480	G80	G3	2	6	0	0	0.5
481	G81	G3	2	6	4e-04	0	0.5
482	G82	G3	2	6	0	0	0.5
483	G83	G3	2	6	0	0	0.5
484	G84	G3	2	6	0	0	0.5
485	G85	G3	2	6	0	0	0.5
486	G86	G3	2	6	0	0	0.5
487	G87	G3	2	6	1e-04	0	0.5
488	G88	G3	2	6	0	0	0.5
489	G89	G3	2	6	3e-04	0	0.5
490	G90	G3	2	6	6e-04	0	0.5
491	G91	G3	2	6	0	0	0.5
492	G92	G3	2	6	0	0	0.5
493	G93	G3	2	6	5e-04	0	0.5
494	G94	G3	2	6	0	0	0.5
495	G95	G3	2	6	0	0	0.5
496	G96	G3	2	6	0	0	0.5
497	G97	G3	2	6	0	0	0.5
498	G98	G3	2	6	0.001	0	0.5
499	G99	G3	2	6	0	0	0.5
500	G100	G3	2	6	0	0	0.5
501	G1	G3	7	21	0	0	0.5
502	G2	G3	7	21	0	0	0.5
503	G3	G3	7	21	4e-04	0	0.5
504	G4	G3	7	21	0.0083	0	0.5
505	G5	G3	7	21	1e-04	0	0.5
506	G6	G3	7	21	0	0	0.5
507	G7	G3	7	21	0	0	0.5
508	G8	G3	7	21	1e-04	0	0.5
509	G9	G3	7	21	0	0	0.5
510	G10	G3	7	21	3e-04	0	0.5
511	G11	G3	7	21	0	0	0.5
512	G12	G3	7	21	0	0	0.5
513	G13	G3	7	21	0	0	0.5
514	G14	G3	7	21	0	0	0.5
515	G15	G3	7	21	0	0	0.5
516	G16	G3	7	21	2e-04	0	0.5
517	G17	G3	7	21	0	0	0.5
518	G18	G3	7	21	0	0	0.5
519	G19	G3	7	21	4e-04	0	0.5
520	G20	G3	7	21	3e-04	0	0.5
521	G21	G3	7	21	0	0	0.5
522	G22	G3	7	21	0	0	0.5
523	G23	G3	7	21	0	0	0.5
524	G24	G3	7	21	0	0	0.5
525	G25	G3	7	21	0	0	0.5
526	G26	G3	7	21	0	0	0.5
527	G27	G3	7	21	0	0	0.5
528	G28	G3	7	21	0	0	0.5
529	G29	G3	7	21	0	0	0.5
530	G30	G3	7	21	0	0	0.5
531	G31	G3	7	21	5e-04	0	0.5
532	G32	G3	7	21	0	0	0.5
533	G33	G3	7	21	0	0	0.5
534	G34	G3	7	21	9e-04	0	0.5
535	G35	G3	7	21	0	0	0.5
536	G36	G3	7	21	0	0	0.5
537	G37	G3	7	21	0	0	0.5
538	G38	G3	7	21	0	0	0.5
539	G39	G3	7	21	0.0013	0	0.5
540	G40	G3	7	21	0	0	0.5
541	G41	G3	7	21	0	0	0.5
542	G42	G3	7	21	0	0	0.5
543	G43	G3	7	21	0	0	0.5
544	G44	G3	7	21	4e-04	0	0.5
545	G45	G3	7	21	0	0	0.5
546	G46	G3	7	21	0	0	0.5
547	G47	G3	7	21	0	0	0.5
548	G48	G3	7	21	0	0	0.5
549	G49	G3	7	21	0	0	0.5
550	G50	G3	7	21	0	0	0.5
551	G51	G3	7	21	0	0	0.5
552	G52	G3	7	21	1e-04	0	0.5
553	G53	G3	7	21	0	0	0.5
554	G54	G3	7	21	0	0	0.5
555	G55	G3	7	21	0	0	0.5
556	G56	G3	7	21	0.001	0	0.5
557	G57	G3	7	21	0	0	0.5
558	G58	G3	7	21	0	0	0.5
559	G59	G3	7	21	0	0	0.5
560	G60	G3	7	21	0	0	0.5
561	G61	G3	7	21	0	0	0.5
562	G62	G3	7	21	0	0	0.5
563	G63	G3	7	21	2e-04	0	0.5
564	G64	G3	7	21	0	0	0.5
565	G65	G3	7	21	0	0	0.5
566	G66	G3	7	21	0	0	0.5
567	G67	G3	7	21	0	0	0.5
568	G68	G3	7	21	0	0	0.5
569	G69	G3	7	21	0	0	0.5
570	G70	G3	7	21	0	0	0.5
571	G71	G3	7	21	0.0012	0	0.5
572	G72	G3	7	21	0	0	0.5
573	G73	G3	7	21	0	0	0.5
574	G74	G3	7	21	0	0	0.5
575	G75	G3	7	21	0	0	0.5
576	G76	G3	7	21	0	0	0.5
577	G77	G3	7	21	0	0	0.5
578	G78	G3	7	21	7e-04	0	0.5
579	G79	G3	7	21	0	0	0.5
580	G80	G3	7	21	0	0	0.5
581	G81	G3	7	21	0	0	0.5
582	G82	G3	7	21	0	0	0.5
583	G83	G3	7	21	2e-04	0	0.5
584	G84	G3	7	21	0	0	0.5
585	G85	G3	7	21	0	0	0.5
586	G86	G3	7	21	4e-04	0	0.5
587	G87	G3	7	21	0	0	0.5
588	G88	G3	7	21	0	0	0.5
589	G89	G3	7	21	0.001	0	0.5
590	G90	G3	7	21	0	0	0.5
591	G91	G3	7	21	0	0	0.5
592	G92	G3	7	21	0	0	0.5
593	G93	G3	7	21	0	0	0.5
594	G94	G3	7	21	0	0	0.5
595	G95	G3	7	21	0	0	0.5
596	G96	G3	7	21	0	0	0.5
597	G97	G3	7	21	0	0	0.5
598	G98	G3	7	21	1e-04	0	0.5
599	G99	G3	7	21	0	0	0.5
600	G100	G3	7	21	5e-04	0	0.5
601	G1	G4	2	12	0.0012	0	0.5
602	G2	G4	2	12	0.6956	0.1007	0.5
603	G3	G4	2	12	0	0	0.5
604	G4	G4	2	12	1	0.721	0.5
605	G5	G4	2	12	0.003	0	0.5
606	G6	G4	2	12	0.0032	0	0.5
607	G7	G4	2	12	0	0	0.5
608	G8	G4	2	12	0	0	0.5
609	G9	G4	2	12	0	0	0.5
610	G10	G4	2	12	0	0	0.5
611	G11	G4	2	12	0.0127	0	0.5
612	G12	G4	2	12	9e-04	0	0.5
613	G13	G4	2	12	0.007	0	0.5
614	G14	G4	2	12	0.001	0	0.5
615	G15	G4	2	12	0.0044	0	0.5
616	G16	G4	2	12	0	0	0.5
617	G17	G4	2	12	0	0	0.5
618	G18	G4	2	12	0.0074	0	0.5
619	G19	G4	2	12	0	0	0.5
620	G20	G4	2	12	0.0012	0	0.5
621	G21	G4	2	12	0	0	0.5
622	G22	G4	2	12	0	0	0.5
623	G23	G4	2	12	0	0	0.5
624	G24	G4	2	12	0	0	0.5
625	G25	G4	2	12	0	0	0.5
626	G26	G4	2	12	0	0	0.5
627	G27	G4	2	12	0.1612	0	0.5
628	G28	G4	2	12	0	0	0.5
629	G29	G4	2	12	0	0	0.5
630	G30	G4	2	12	6e-04	0	0.5
631	G31	G4	2	12	0.0031	0	0.5
632	G32	G4	2	12	5e-04	0	0.5
633	G33	G4	2	12	0	0	0.5
634	G34	G4	2	12	3e-04	0	0.5
635	G35	G4	2	12	0.0021	0	0.5
636	G36	G4	2	12	0	0	0.5
637	G37	G4	2	12	3e-04	0	0.5
638	G38	G4	2	12	0.0027	0	0.5
639	G39	G4	2	12	0.0099	0	0.5
640	G40	G4	2	12	0	0	0.5
641	G41	G4	2	12	0.0024	0	0.5
642	G42	G4	2	12	4e-04	0	0.5
643	G43	G4	2	12	0	0	0.5
644	G44	G4	2	12	0.001	0	0.5
645	G45	G4	2	12	0	0	0.5
646	G46	G4	2	12	0	0	0.5
647	G47	G4	2	12	0	0	0.5
648	G48	G4	2	12	0.0071	0	0.5
649	G49	G4	2	12	0	0	0.5
650	G50	G4	2	12	0.0017	0	0.5
651	G51	G4	2	12	0	0	0.5
652	G52	G4	2	12	0	0	0.5
653	G53	G4	2	12	0.0033	0	0.5
654	G54	G4	2	12	0	0	0.5
655	G55	G4	2	12	0.0034	0	0.5
656	G56	G4	2	12	0.0017	0	0.5
657	G57	G4	2	12	0	0	0.5
658	G58	G4	2	12	0	0	0.5
659	G59	G4	2	12	5e-04	0	0.5
660	G60	G4	2	12	0.0014	0	0.5
661	G61	G4	2	12	0	0	0.5
662	G62	G4	2	12	0	0	0.5
663	G63	G4	2	12	0.0011	0	0.5
664	G64	G4	2	12	0.0013	0	0.5
665	G65	G4	2	12	0	0	0.5
666	G66	G4	2	12	0	0	0.5
667	G67	G4	2	12	0	0	0.5
668	G68	G4	2	12	0	0	0.5
669	G69	G4	2	12	0	0	0.5
